令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,,,,,,,,,,,,
第３２－１－２７表　経営組織(5区分)別全事業所数及び従業者数－市区町村、町丁・大字,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織,経営組織
,,,,,0_総数,0_総数,1_民営,1_民営,11_個人,11_個人,12_法人,12_法人,121_会社,121_会社,122_会社以外の法人,122_会社以外の法人,13_法人でない団体,13_法人でない団体,2_国、地方公共団体,2_国、地方公共団体
,,,,,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計,事業所数,従業者数_男女計
,,,,,(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人),(事業所),(人)
市区町村・町丁大字コード,市区町村コード,都道府県名,市区町村名,町丁・大字名, ,,,,,,,,,,,,,,,
27104001400001500_大阪府大阪市此花区桜島２丁目,27104,大阪府,大阪市此花区,桜島２丁目,12,"4,689",12,"4,689",-,-,12,"4,689",12,"4,689",-,-,-,-,-,-
27104001400001600_大阪府大阪市此花区桜島３丁目,27104,大阪府,大阪市此花区,桜島３丁目,45,811,44,788,3,4,41,784,41,784,-,-,-,-,1,23
27104000800000800_大阪府大阪市此花区春日出中１丁目,27104,大阪府,大阪市此花区,春日出中１丁目,66,536,65,497,28,76,35,418,21,284,14,134,2,3,1,39
27104000800000900_大阪府大阪市此花区春日出中２丁目,27104,大阪府,大阪市此花区,春日出中２丁目,79,432,79,432,31,115,48,317,44,289,4,28,-,-,-,-
27104000800001000_大阪府大阪市此花区春日出中３丁目,27104,大阪府,大阪市此花区,春日出中３丁目,29,"2,447",29,"2,447",1,2,28,"2,445",27,"2,443",1,2,-,-,-,-
27104001100001100_大阪府大阪市此花区春日出南１丁目,27104,大阪府,大阪市此花区,春日出南１丁目,9,123,8,83,4,27,4,56,3,53,1,3,-,-,1,40
27104001100001200_大阪府大阪市此花区春日出南２丁目,27104,大阪府,大阪市此花区,春日出南２丁目,32,143,32,143,10,20,22,123,22,123,-,-,-,-,-,-
27104001100001300_大阪府大阪市此花区春日出南３丁目,27104,大阪府,大阪市此花区,春日出南３丁目,9,690,9,690,-,-,9,690,9,690,-,-,-,-,-,-
27104000500000500_大阪府大阪市此花区春日出北１丁目,27104,大阪府,大阪市此花区,春日出北１丁目,114,"1,251",111,805,47,126,61,675,47,485,14,190,3,4,3,446
27104000500000600_大阪府大阪市此花区春日出北２丁目,27104,大阪府,大阪市此花区,春日出北２丁目,76,490,76,490,36,101,40,389,32,306,8,83,-,-,-,-
